Id,id_carrera,id_ies
1165,490,52
1166,491,7
1167,491,20
1168,491,18
1169,491,14
1170,491,16
1171,491,32
1172,491,38
1173,491,25
1174,491,45
1175,491,46
1176,491,44
1177,492,40
1178,493,7
1179,493,18
1180,493,14
1181,493,45
1182,494,16
1183,495,38
1184,496,18
1185,496,45
1186,497,38
1187,498,18
1188,499,49
1189,500,22
1190,501,22
1191,502,7
1192,502,20
1193,502,16
1194,502,25
1195,502,8
1196,503,14
1197,504,18
1198,504,22
1199,504,10
1200,504,30
1201,504,32
1202,504,45
1203,504,44
1204,504,54
1205,505,38
1206,506,22
1207,506,30
1208,506,43
1209,507,48
1210,508,27
1211,509,4
1212,509,18
1213,509,56
1214,510,18
1215,511,18
1216,512,18
1217,513,29
1218,514,4
1219,515,43
1220,516,55
1221,517,48
1222,518,48
1223,519,29
1224,520,29
1225,520,53
1226,521,46
1227,522,47
1228,523,17
1229,524,36
1230,524,46
1231,525,17
1232,525,27
1233,525,31
1234,525,11
1235,526,25
1236,527,55
1237,528,7
1238,529,18
1239,529,14
1240,529,27
1241,529,24
1242,530,7
1243,531,7
1244,532,7
1245,533,44
1246,533,50
1247,534,1
1248,534,4
1249,534,17
1250,534,24
1251,534,37
1252,534,54
1253,534,49
1254,535,25
1255,536,18
1256,537,11
1257,538,1
1258,538,5
1259,538,56
1260,538,26
1261,538,12
1262,538,35
1263,538,41
1264,538,45
1265,538,44
1266,538,49
1267,539,1
1268,539,4
1269,539,5
1270,539,25
1271,539,40
1272,539,45
1273,539,54
1274,539,49
1275,539,11
1276,540,5
1277,541,7
1278,541,17
1279,542,27
1280,542,18
1281,542,29
1282,543,7
1283,543,20
1284,543,18
1285,543,14
1286,543,45
1287,544,32
1288,545,18
1289,545,27
1290,545,29
1291,546,27
1292,546,46
1293,547,54
1294,548,17
1295,548,18
1296,548,14
1297,548,29
1298,548,38
1299,548,45
1300,548,44
1301,548,53
1302,548,50
1303,549,20
1304,550,17
1305,551,27
1306,552,3
1307,552,4
1308,552,5
1309,552,7
1310,552,14
1311,552,22
1312,552,16
1313,552,23
1314,552,24
1315,552,35
1316,552,37
1317,552,29
1318,552,39
1319,552,36
1320,552,45
1321,552,54
1322,552,49
1323,552,11
1324,553,18
1325,554,18
1326,555,27
1327,555,31
1328,555,45
1329,556,4
1330,556,53
1331,556,51
